Hogar;Vehiculo;TipoVeh;MarcaVeh;ModeloVeh;AnoVeh;EdadVehiculo;CilindradaVeh;Combustible;SelloVerde;Propiedad
113540;11354001;1;61;V.16;1997;4;1500;1;2;1
113550;11355001;1;76;PE 16;2010;1;1300;1;2;1
113640;11364001;1;17;CORSA;2005;3;1300;1;2;1
113660;11366001;1;17;SPARK;2009;2;1500;1;2;1
113781;11378101;1;17;CORSA;1999;4;1600;1;2;1
113801;11380101;1;76;MG;2012;1;2000;1;2;1
113821;11382101;1;84;MARUTTI;2011;1;1200;1;2;1
113851;11385101;1;37;ACCENT;2010;1;1600;1;2;1
113861;11386101;1;17;CORSA;2011;1;1500;1;2;1
113891;11389101;1;46;2405;1995;5;1200;1;2;1
113971;11397101;2;123;ELITE;2012;1;125;1;2;1
114031;11403101;1;37;SANTAMO;2000;4;99999;1;2;1
114070;11407001;1;86;YARIS;2001;4;1600;1;2;1
114080;11408001;1;23;CHARADE;1989;5;900;1;2;1
114080;11408002;1;37;FORTER;2006;3;1700;2;2;1
114163;11416301;1;37;ACCENT;2010;1;1600;1;2;4
114170;11417001;3;61;J18;1992;5;1800;1;2;1
114210;11421001;1;37;HELANTRA;1997;4;99998;1;2;1
114221;11422101;1;17;LUV;1947;5;2400;1;2;1
114231;11423101;1;65;306;1998;4;1600;1;2;1
114253;11425301;1;29;PUNTO;2009;2;11400;1;2;1
114263;11426301;1;72;CLIO;2005;3;1800;1;2;1
114263;11426302;6;37;H100;2011;1;2000;2;2;4
114273;11427301;2;0;PHANTOM;2006;3;150;1;2;1
114290;11429001;1;37;ACCE;2005;3;1600;1;2;1
114302;11430201;2;123;ELIT;2009;2;125;1;2;1
114313;11431301;1;45;MORNING;2012;1;1400;1;2;1
114330;11433001;1;19;C4;2005;3;1600;1;2;1
114340;11434001;1;86;YARIS;2001;4;1500;1;2;1
114373;11437301;1;0;TIDA;2006;3;1600;1;2;1
114380;11438001;1;17;TOOPER;1993;5;3200;1;2;1
114443;11444301;5;84;VANS;2002;3;1000;1;2;1
114460;11446001;1;17;AVEO;2008;2;1400;1;2;1
114480;11448001;1;998;NO;9998;9;99998;1;2;1
114503;11450301;1;23;MAX CUORE;1979;5;547;1;2;1
114521;11452101;1;45;SOUL;2011;1;1300;1;2;1
114561;11456101;3;17;LUV;2007;2;2300;1;2;1
114643;11464301;3;61;FRONTIER;1999;4;2400;2;2;1
114702;11470201;1;65;PARTNER;2007;2;1800;1;2;1
114703;11470302;1;45;EXPRECTA;2004;3;99998;1;2;1
114703;11470301;1;29;UNO;9998;9;99998;1;1;1
114723;11472301;1;0;CORANDO;2012;1;1400;1;2;1
114760;11476001;1;17;SPARK;2010;1;99998;1;2;1
114791;11479101;3;17;LUV;2000;4;2300;1;2;1
114813;11481301;4;59;L300;1983;5;99998;1;2;1
114823;11482301;1;29;N;1998;4;1600;1;2;1
114883;11488301;1;72;19;1995;5;1400;1;2;1
114893;11489301;1;17;LUX;1993;5;1600;1;2;1
114941;11494101;1;72;CLIO;2005;3;1500;1;2;1
114951;11495101;1;37;SONATA;2010;1;1800;1;2;1
115012;11501201;1;45;MORNING;2009;2;1400;1;2;1
115022;11502201;1;86;YARIS;2008;2;1600;1;2;1
115120;11512001;1;37;ELANTRA;2007;2;1600;1;2;1
115253;11525301;1;17;SPARK;2010;1;1100;1;2;1
115261;11526101;1;64;CORSA;1996;5;1500;1;2;1
115270;11527001;1;17;ASTRA;2007;2;1600;1;2;1
115421;11542101;1;0;MARUTI;2001;4;1500;1;2;1
115440;11544001;1;72;KOLEOS;2012;1;1800;2;2;1
115450;11545001;1;86;TERCEL;9999;9;99999;1;1;1
115461;11546101;2;171;R750;2011;1;750;1;2;1
115471;11547101;1;61;V16;1997;4;1600;1;2;1
115510;11551001;3;30;RANGER;1997;4;3000;1;2;1
115560;11556001;1;17;CORSA;1999;4;1600;1;2;1
115640;11564001;1;84;ALTO;2006;3;1600;1;2;1
115653;11565301;3;18;CHEROKEE;1997;4;99998;2;2;1
115710;11571001;1;84;MARUTI;1999;4;1400;1;2;1
115753;11575301;1;86;YARIS;2006;3;1600;1;2;1
115793;11579301;1;16;BEAT;2011;1;1300;1;2;1
115803;11580301;1;61;CENTRA;1996;5;1600;1;2;1
115880;11588001;2;133;;2009;2;1000;1;2;1
115943;11594302;1;45;PRIDE;1992;5;1400;1;2;1
115943;11594301;3;36;NX4;2011;1;400;1;2;1
116010;11601001;1;84;CARRY;1989;5;99998;1;1;1
116033;11603301;3;37;GALOPER;2004;3;2500;2;2;1
116063;11606301;3;61;CAMIONETA DOBLE CABINA;1989;5;2000;1;2;1
116073;11607301;1;17;CORSA;2007;2;1600;1;2;1
116103;11610301;1;0;CELERIO;2012;1;1600;1;2;1
116162;11616201;1;17;SPARK;2008;2;1600;1;2;1
116190;11619001;1;86;COROLA;1981;5;1800;1;2;1
116210;11621001;1;83;IMPRESA;2007;2;1600;1;2;1
116233;11623301;1;17;SPARK;2011;1;1200;1;2;1
116240;11624001;3;0;CHEROQUE;9999;9;2500;1;1;1
116240;11624002;3;0;;2000;4;99999;1;2;4
116253;11625301;1;84;APV;2006;3;1600;1;2;1
116283;11628301;3;17;LUV;1997;4;2400;1;2;1
116341;11634101;3;17;FIORINO;2004;3;1600;1;2;1
116350;11635002;2;133;JL250-7;2012;1;1000;1;2;1
116350;11635001;2;111;;2008;2;1000;1;2;1
116402;11640201;1;45;RIO;2003;3;1600;1;2;1
116430;11643001;1;64;ASTRA;2000;4;1600;1;2;1
116450;11645001;1;84;X4;2010;1;1600;1;2;1
116460;11646001;1;59;LANCER;1998;4;1600;1;2;1
116570;11657001;1;86;TERCEL;2002;3;1600;1;2;1
116581;11658101;1;17;SPARK;2012;1;99999;1;2;1
116590;11659001;1;17;SAID;2012;1;1400;1;2;1
116603;11660301;1;22;MATI;2000;4;800;1;2;1
116611;11661101;1;84;BALENO;1995;5;1800;1;2;1
116611;11661102;1;17;SPARK;2012;1;1300;1;2;1
116650;11665001;1;45;SEPIA;2000;4;1600;1;2;1
116681;11668101;1;22;POITER;1996;5;99999;1;2;1
116851;11685101;3;17;COMBO;2010;1;1300;2;2;1
116860;11686001;1;86;STARLET;1998;4;1300;1;2;1
116970;11697002;1;37;ACCENT;2004;3;1600;1;2;1
116970;11697001;1;72;SAISON;2012;1;1600;1;2;1
117010;11701001;1;83;ALDO;9998;9;99998;1;2;1
117023;11702301;1;17;LUV;1997;4;2000;1;2;1
117033;11703301;1;61;CENTRA;1992;5;1600;1;1;1
117073;11707301;1;64;ASTRA;1998;4;1400;1;2;1
117090;11709002;1;84;ALTO;2011;1;99998;1;2;1
117090;11709001;1;17;LUV;1997;4;99999;1;2;1
117120;11712001;1;84;BALENO;1997;4;1600;1;2;1
117131;11713101;3;19;BERLINGO;2008;2;1600;1;2;1
117201;11720101;1;17;AVEO;2006;3;1600;1;2;1
117232;11723201;1;45;MORNING;2008;2;1100;1;2;2
117290;11729001;1;45;SEFIA;2000;4;1800;1;2;1
117311;11731102;1;17;CORSA;1999;4;1600;1;2;1
117311;11731101;1;61;V 16;1998;4;1600;1;2;1
117353;11735301;1;61;TIDA;2011;1;1600;1;2;1
117362;11736201;1;86;TERCEL;1996;5;1600;1;2;1
117400;11740001;6;17;3-4;9998;9;3000;2;2;4
117411;11741101;2;130;WIND;2009;2;125;1;2;1
117430;11743001;1;17;SPARK;2010;1;1800;1;2;1
117441;11744101;1;45;RIO;2010;1;1600;1;2;1
117451;11745101;1;86;COROLA;2010;1;1600;1;2;1
117472;11747201;2;123;D125;2008;2;99999;1;2;1
117480;11748001;1;46;SAMARA;1993;5;1500;1;2;1
117563;11756301;1;54;626;1998;4;1600;1;2;1
117573;11757301;3;17;LUV;2007;2;2000;1;2;1
117590;11759001;1;61;EX SALON;1995;5;1600;1;2;1
117631;11763101;1;0;MARUTI;2004;3;1200;1;2;1
117683;11768301;1;0;V 16;1998;4;1600;1;2;1
117803;11780301;1;84;SWIFT;2008;2;1300;1;2;1
117853;11785301;1;86;YARIS;2001;4;1600;1;2;1
117871;11787101;1;86;YARIS;2002;3;1800;1;2;1
117901;11790101;1;22;ACCENT;2011;1;1600;1;2;1
117901;11790102;2;0;SCUTER;2013;9;150;1;2;1
117960;11796001;3;17;LUV;1998;4;99998;1;2;1
117983;11798301;3;61;TERRANO;2010;1;2000;1;2;1
117990;11799001;1;17;SPARK;2012;1;800;1;2;1
118011;11801101;1;17;CORSA;2001;4;1600;1;2;1
118291;11829101;8;61;V16;2009;2;99998;1;2;1
118303;11830301;1;17;CORSA;9999;9;99999;1;1;1
118312;11831201;1;37;ELANTRA;9999;9;99999;1;1;1
118320;11832001;5;83;NOSABE;9999;9;99999;1;1;1
118341;11834101;1;84;MARUTI;9999;9;99999;1;1;1
118401;11840101;3;84;GRAN VITARA;9999;9;99999;1;1;1
118420;11842001;1;86;COROLLA;9999;9;99999;1;1;1
118431;11843101;1;61;PRIMERA;9999;9;99999;1;1;1
118510;11851001;1;17;MONZA;9998;9;99998;1;2;3
118530;11853001;1;87;VENTO;2005;3;1800;1;2;1
118601;11860101;1;22;RACER;2001;4;99999;1;2;1
118690;11869001;3;84;SJ413JX;1985;5;99998;1;2;1
118711;11871101;1;22;RACER;1990;5;1600;1;1;1
118711;11871102;2;137;SCOOTER;2010;1;99999;1;2;1
118731;11873101;1;0;98;9998;9;99998;1;1;1
118791;11879101;1;61;B 16;1996;5;1600;1;2;1
118802;11880201;1;24;NO RECUERDA;1978;5;1600;1;2;1
118830;11883001;1;54;ARTII;1998;4;1600;1;2;1
118841;11884101;1;86;YARIS;9999;9;99999;1;1;1
118860;11886001;1;84;ALTO;9998;9;99998;1;1;1
118921;11892101;1;86;YARIS;2002;3;99999;1;2;1
118961;11896101;1;22;RACER;1993;5;99998;1;2;1
118971;11897101;1;17;CORSA;9999;9;99999;1;1;1
119061;11906101;1;65;306;9999;9;99999;1;1;1
119063;11906301;1;61;PULSAR;1987;5;1600;1;1;1
119070;11907001;1;83;LEGACY;1997;4;99998;1;2;1
119071;11907101;1;17;PULSAR;1990;5;99998;1;1;1
119082;11908201;1;65;98;2010;1;99998;1;2;1
119101;11910101;1;65;205;9999;9;99999;1;1;1
119161;11916101;1;0;98;1990;5;99998;1;2;1
119290;11929001;1;87;POLO;1997;4;1300;1;2;1
119310;11931001;1;17;MONZA;1995;5;1300;1;2;1
119361;11936101;1;46;SAMARA;1993;5;99998;1;2;1
119393;11939301;3;86;HYLUX;2012;1;2000;1;2;1
119401;11940101;1;17;ARZA;2005;3;99998;1;2;1
119460;11946001;1;;;;9;;;2;
119631;11963101;1;61;TIIDA;2012;1;99999;1;2;1
119641;11964101;3;61;V 16;1998;4;99999;1;2;1
119660;11966002;3;29;FIORINO;1995;5;99998;1;2;4
119660;11966001;1;0;POLO;1990;5;99998;1;2;1
119822;11982201;1;54;2;2011;1;1500;1;2;1
119930;11993001;1;59;GALA;1989;5;99999;1;2;1
120062;12006201;5;37;H1;2008;2;2500;2;2;1
120141;12014101;1;61;NO SABE;9999;9;99999;1;1;1
120171;12017101;1;16;NO SABE;2009;2;1600;1;2;1
120191;12019102;1;45;RIO;2011;1;1600;2;2;1
120191;12019101;1;54;3;2010;1;1600;2;2;1
120241;12024101;1;61;V16;9999;9;1600;1;2;2
120372;12037201;3;0;9998;9998;9;99998;1;1;1
120382;12038201;1;45;MORNING;2010;1;1100;1;2;1
120452;12045202;1;0;9998;9998;9;99998;1;1;1
120452;12045201;3;0;9998;9998;9;99998;1;1;1
120491;12049101;1;19;SARA;2011;1;1600;2;2;1
120491;12049102;1;17;SPARK;2010;1;1600;2;2;1
120501;12050101;1;72;SANDERO;2012;1;1600;2;2;1
120550;12055001;1;88;NO SABE;1990;5;99999;1;2;1
120571;12057101;1;17;SPARK;2005;3;1600;2;2;1
120671;12067101;1;59;COOL;9999;9;1600;1;1;1
120692;12069201;1;19;SARA;2008;2;2000;1;2;1
120720;12072001;1;54;MAZDA 08;2010;1;1600;2;2;2
120752;12075201;3;86;9998;9998;9;99998;1;1;1
120772;12077201;8;24;SM3;9998;9;99998;1;1;1
120791;12079101;3;25;DAKOTA;9999;9;99999;1;1;1
120891;12089102;3;61;TERRAN;2001;4;99999;2;2;1
120891;12089101;3;0;GRANNOMADE;2000;4;99999;1;2;1
120902;12090201;1;64;CORSA;1996;5;1600;1;2;2
120912;12091201;1;84;AERIO;2007;2;1600;1;2;1
120991;12099101;3;52;;9999;9;99999;1;1;1
121000;12100001;1;998;SEDAN;1997;4;99998;1;2;1
121011;12101101;1;0;SENTRA;2004;3;99999;1;2;1
121092;12109201;1;17;CORSA;2008;2;99999;1;2;1
121102;12110201;1;37;999;9998;9;99998;1;1;1
121152;12115201;1;86;99;9998;9;99998;1;1;1
121202;12120201;1;61;V16;2001;4;1600;1;2;1
121221;12122101;1;84;SUZUKI;1994;5;99999;2;2;1
121232;12123201;1;17;CORSA;1998;4;99999;1;2;1
121241;12124101;1;999;PEUGEOT;9999;9;99999;1;2;4
121351;12135101;1;61;VIERY;1988;5;99999;1;2;1
121451;12145101;1;84;BALERO;1998;4;1600;2;2;1
121462;12146201;1;86;COROLA;2003;3;1600;1;2;1
121521;12152101;1;83;NOSE;1996;5;2600;1;2;1
121542;12154201;1;61;VECTRA;2012;1;1600;1;2;2
121581;12158101;1;84;SWIF;2009;2;1600;2;2;1
121581;12158102;1;84;ALTO;2008;2;1600;2;2;1
121591;12159101;1;84;ALTO;2006;3;1600;2;2;1
121662;12166201;1;16;FULL WIN;2013;9;99998;1;2;1
121691;12169101;3;61;D;1998;4;2400;1;2;1
121711;12171101;3;61;X TRAIL;2012;1;2100;1;2;1
121722;12172201;1;37;ACCENT;2008;2;1300;1;2;1
121781;12178101;9;0;NO SE SABE;9999;9;99998;4;2;1
121821;12182101;1;61;V -16;2009;2;1600;2;2;1
121831;12183101;6;999;NO SABE;9999;9;99999;1;2;1
121861;12186101;3;17;LUV;2012;1;2000;1;2;1
121891;12189101;1;17;MONZA;1998;4;1600;2;2;1
121910;12191001;1;54;STATION;2007;2;2300;1;2;1
121921;12192101;1;17;CORSA;2003;3;1600;2;2;1
121961;12196102;1;86;TERCEL;2009;2;1600;2;2;1
121961;12196101;1;84;GRAN NOMADE;2010;1;2000;2;2;1
121992;12199201;1;45;SEPHIA 2;2002;3;1800;1;2;1
122022;12202201;1;0;9998;9998;9;99998;1;1;1
122031;12203101;1;0;9998;9998;9;99998;1;1;1
122142;12214201;1;17;SAIL;2012;1;1400;1;2;1
122200;12220001;3;17;LUV;1990;5;99999;1;1;1
122211;12221101;1;998;NO RESPONDE;9998;9;99998;2;1;1
122222;12222201;3;65;PARNERT;2011;1;1800;1;2;1
122231;12223101;1;22;GEBEN;1996;5;99999;1;2;1
122251;12225101;1;61;V16;1999;4;1600;1;2;1
122292;12229201;3;37;GRAN;2010;1;99999;1;2;1
122320;12232001;1;0;98;2013;9;99998;1;2;1
122330;12233001;1;29;SIENA;2003;3;99999;1;2;1
122341;12234101;1;84;ALTO;2008;2;1600;2;2;1
122351;12235101;1;86;YARIS;2007;2;99999;1;2;1
122401;12240101;1;36;NO SABE;2011;1;1600;1;2;1
122450;12245001;1;37;9999;9998;9;99998;1;1;1
122621;12262101;1;37;ACCENT;2007;2;1300;1;2;1
122692;12269201;1;37;NO SE ACUERDA;2002;3;99999;1;2;1
122800;12280001;3;30;RANGER;1997;4;2400;1;2;1
122831;12283101;2;171;K;9999;9;99999;1;1;1
122971;12297101;3;0;LUV;9998;9;99998;1;2;1
122991;12299101;1;17;CORSA;2010;1;1600;1;2;1
123021;12302101;8;86;NO SABE;9999;9;99999;1;1;4
123031;12303101;1;87;GOLD;1999;4;1600;1;2;1
123080;12308001;1;61;V16;2006;3;1600;1;2;1
123101;12310101;1;37;ACCENT;2007;2;1600;1;2;1
123121;12312101;1;17;AVEO;2010;1;1600;1;2;1
123151;12315101;3;61;2000;1991;5;2000;1;2;1
123161;12316101;1;61;99;2012;1;1600;1;2;1
123171;12317101;1;61;VERSA;2012;1;1400;1;2;1
123181;12318101;1;86;YARIS;2011;1;1500;1;2;1
123261;12326101;1;17;CORSA;2006;3;1600;1;2;1
123301;12330101;1;46;2010;2010;1;99999;1;2;1
123311;12331101;1;998;NO RESPONDE;1997;4;99998;1;2;1
123331;12333101;1;;;;9;;;2;
123340;12334001;1;86;TERCER;2000;4;1600;1;2;1
123371;12337102;1;37;H;2000;4;1600;1;2;1
123371;12337101;1;72;MEGAME;2004;3;1600;1;2;1
123391;12339103;1;84;ALTO;2009;2;1100;1;2;1
123391;12339102;1;37;I10;2011;1;1100;1;2;1
123391;12339101;1;37;ACCENT;2007;2;1300;1;2;1
123431;12343101;1;999;NO SABE;1992;5;99999;1;1;1
123441;12344101;1;45;MORNING;2011;1;1200;1;2;1
123471;12347101;1;37;I10;2012;1;1100;1;2;1
123511;12351101;1;65;STATION;2009;2;1600;1;2;1
123541;12354101;1;17;ASTRA;2011;1;1600;1;2;1
123541;12354102;1;17;SONI;2012;1;1600;1;2;1
123551;12355101;1;45;MORNING;2010;1;1300;1;2;1
123571;12357101;3;17;S10;2000;4;2300;2;2;1
123582;12358201;1;17;OPTRA;2006;3;1600;1;2;1
123591;12359102;1;54;6;2007;2;99999;1;2;1
123591;12359101;1;45;CITRICAR;2012;1;99999;1;2;1
123651;12365101;3;17;NO SABE;9999;9;1600;1;2;1
123661;12366101;1;17;AVEO;2010;1;1600;1;2;1
123691;12369101;1;86;YARIS;2010;1;1600;1;2;1
123721;12372102;1;8;NO SABE;2011;1;1500;1;2;1
123721;12372101;1;23;NO SABE;2012;1;1600;1;2;1
123741;12374101;1;17;CORSA;2010;1;1000;1;2;1
123751;12375102;1;86;HILUX;2012;1;2300;1;2;1
123751;12375101;1;36;FIT;2012;1;1400;1;2;1
123811;12381101;1;45;BHD;2011;1;1000;1;2;1
123811;12381102;2;171;99;2009;2;850;1;2;1
123831;12383101;3;61;NO SABE;2008;2;2500;1;2;1
123881;12388101;1;61;YARIS;2011;1;1600;1;2;1
123911;12391102;1;0;FIT;2007;2;1600;1;2;1
123911;12391101;1;0;OVERLAN;2005;3;4000;1;2;1
123911;12391103;3;0;CARABAN;2007;2;2500;1;2;1
123921;12392103;1;55;E250;2012;1;2500;1;2;1
123921;12392102;3;84;GRAN VITARA;2005;3;1600;1;2;1
123921;12392101;3;17;SILVERADO;2008;2;5600;1;2;1
123930;12393001;1;0;ACCEND;2012;1;1600;1;2;1
123971;12397101;1;17;CORSA;2012;1;1800;1;2;1
124040;12404001;1;61;CENTRA;2012;1;1800;1;2;1
124061;12406101;1;61;VERSA;2012;1;1500;1;2;1
124071;12407102;1;82;99;2012;1;2300;1;2;1
124071;12407101;1;45;MORNING;2012;1;1200;1;2;1
124081;12408101;1;84;SUIT;2012;1;1200;1;2;1
124140;12414001;3;37;99;2011;1;2000;1;2;1
124220;12422001;1;61;V16;1998;4;1600;1;2;1
124231;12423101;5;22;REZZO;2003;3;1600;1;2;1
124270;12427001;1;67;99;2000;4;1200;1;2;1
124281;12428101;1;22;99;2010;1;1400;1;2;1
124311;12431101;3;25;NO SABE;2010;1;2000;1;2;1
124311;12431103;2;123;NO SAB;2009;2;1600;1;2;1
124311;12431102;1;29;NO SABE;2011;1;2000;1;2;1
124341;12434101;1;37;ACCEND;2010;1;99998;1;2;1
124341;12434102;1;84;NO RECUERDA;2011;1;1600;1;2;1
124351;12435101;1;998;NO RESPONDE;2012;1;1600;1;2;1
124361;12436101;3;61;TERRANO;2011;1;2300;1;2;1
124361;12436102;1;17;SPARK;2010;1;1000;1;2;1
124371;12437101;1;17;SPART;2012;1;1500;1;2;1
124371;12437102;1;86;YARIS;2010;1;1600;1;2;1
124381;12438101;3;86;TUCSON;2010;1;2600;1;2;1
124401;12440101;1;22;RACER;1994;5;1600;1;2;1
124441;12444103;1;54;3;2009;2;1600;1;2;1
124441;12444101;1;17;CORSA;2010;1;1600;1;2;1
124441;12444102;1;37;ACCENT;2008;2;1300;1;2;1
124452;12445201;1;37;ACCENT;2010;1;1800;1;2;1
124461;12446101;2;123;99;2009;2;450;1;2;1
124471;12447101;3;17;DIMAC;2008;2;2000;1;2;1
124531;12453101;3;61;TERRANO;2010;1;99;1;2;1
124551;12455101;1;37;ACCEND;2010;1;1600;1;2;1
124571;12457101;1;84;ALTO;2007;2;1100;1;2;1
124651;12465102;1;86;YARIS;2004;3;1600;1;2;1
124651;12465101;3;17;MONTANA;2009;2;2000;1;2;4
124761;12476102;3;0;TUCSON;2012;1;2800;1;2;1
124761;12476101;3;0;SANTA FE;2012;1;3000;1;2;1
124821;12482101;1;37;ACCENT;2010;1;1300;1;2;1
124821;12482102;1;17;CORSA;2010;1;1300;1;2;1
124841;12484101;1;7;NO SABE;2010;1;1800;1;2;1
124841;12484102;2;123;NO SABE;2012;1;1500;1;2;1
124852;12485201;1;45;RIO;2006;3;1600;1;2;1
124852;12485202;3;17;LUV;1990;5;2400;1;1;1
124861;12486102;2;171;650;2012;1;750;1;2;1
124861;12486101;1;22;POINTER;2004;3;2000;1;2;1
124891;12489101;1;45;RIO;2011;1;2000;1;2;1
124931;12493101;1;59;LANSER;2010;1;1600;1;2;1
124981;12498101;8;86;YARIS;2004;3;99999;1;2;1
125021;12502101;1;87;GOLS;2008;2;2400;1;2;1
125031;12503101;1;29;MOSO;2000;4;1600;1;2;1
125041;12504102;1;88;XC60;2012;1;2000;1;2;1
125041;12504101;1;17;AVEO;2012;1;1600;1;2;1
125052;12505201;1;17;CORSA;2012;1;1800;1;2;1
125061;12506102;1;65;504;2011;1;1600;1;2;1
125061;12506101;1;84;ALTO;2010;1;1000;1;2;1
125091;12509101;2;143;SCOOTER;2012;1;800;1;2;1
125121;12512102;1;36;FIT;2009;2;1500;1;2;1
125121;12512101;1;87;NO RECUERDA;2010;1;1800;1;2;1
125131;12513101;1;72;NO RESPONDE;2010;1;1800;1;2;1
125131;12513102;3;0;SAN YOHON;2011;1;2012;1;2;1
125141;12514101;3;37;TUCSON;2012;1;3500;1;2;1
125141;12514102;1;37;ACCEN;2012;1;1700;1;2;1
125152;12515202;3;0;EXTRIM FULL 4 PUERTA;2013;9;2800;1;2;1
125152;12515201;1;55;NO SABE;2013;9;3000;1;2;1
125152;12515203;1;30;FIESTA;2012;1;1800;1;2;1
125152;12515204;1;0;DEPORTIVO;2005;3;1800;1;2;1
125161;12516102;1;45;EMOTIONS;2010;1;1800;1;2;1
125161;12516101;1;45;CONCEPT;2012;1;2400;1;2;1
125180;12518001;1;998;NO RESPONDE;2012;1;99998;1;2;1
125221;12522101;1;86;URBAN;2010;1;1300;1;2;1
125271;12527101;1;83;BESTA;1998;4;1200;1;2;1
125351;12535101;1;;;;9;;;2;
125362;12536201;1;17;SPARK;2011;1;1100;1;2;1
125370;12537001;1;17;SPARK;2010;1;1200;1;2;1
125481;12548101;3;0;TUCSON;2010;1;2400;1;2;1
125510;12551001;1;17;U;2010;1;1600;1;2;1
125542;12554202;1;84;SWIFT;2011;1;1300;1;2;1
125542;12554201;1;84;ALTO;2010;1;1100;1;2;1
125611;12561102;1;17;CORSA;2008;2;1600;1;2;1
125611;12561101;1;17;AVEO;2010;1;1600;1;2;1
125652;12565201;1;37;ACCENT;2010;1;1300;1;2;1
125681;12568101;1;17;OPTRA;9999;9;1800;1;1;1
125741;12574101;1;86;YARIS;2005;3;1600;1;2;1
125752;12575201;1;61;V16;2005;3;1600;1;2;1
125851;12585101;3;23;ROCKY;1993;5;2000;1;2;1
125862;12586201;1;84;NO SABE;1999;4;1000;1;2;1
125892;12589201;3;61;TERRANO;2002;3;2000;2;2;1
125922;12592201;1;84;BALENO;2001;4;1600;1;2;1
125923;12592301;1;37;ACCENT;2008;2;1300;1;2;1
125932;12593201;1;86;TERCER;1998;4;1600;1;2;1
126002;12600201;1;37;ACCENT;2010;1;1300;1;2;1
126111;12611102;1;0;V16;2000;4;1600;1;2;1
126111;12611101;1;22;NO RECUERDA;1994;5;1500;1;2;1
126130;12613001;1;84;CELERIO;2010;1;1300;1;2;1
126140;12614001;1;45;RIO;9998;9;99999;1;1;1
126163;12616301;1;45;MORNING;2010;1;1600;1;2;1
126202;12620201;1;65;505;1999;4;1800;1;2;1
126231;12623101;1;17;AVEO;2010;1;1300;1;2;1
126312;12631201;1;37;ACCENT;2010;1;1300;1;2;1
126382;12638201;1;17;CORSA;2010;1;1600;1;2;1
126441;12644101;1;87;GOL;2005;3;1600;1;2;1
126461;12646101;1;54;626;9999;9;1800;1;2;1
126490;12649001;1;61;P;9998;9;99998;1;1;1
126563;12656301;1;37;ACCENT;2008;2;1300;1;2;1
126612;12661201;3;59;MONTERO;2005;3;2200;2;2;1
126622;12662201;1;61;V16;1998;4;1600;1;2;1
126700;12670001;1;45;RIO;9998;9;1800;1;1;1
126762;12676201;1;37;I10;2012;1;1100;1;2;1
126841;12684101;1;17;CORSA;2008;2;1600;1;2;1
126902;12690201;3;17;MONTERO;2011;1;2000;1;2;1
126951;12695101;1;84;MARUTI;2004;3;800;1;2;1
126981;12698101;1;86;YARIS;2005;3;1600;1;2;1
127083;12708301;1;37;ACCENT;2004;3;1800;1;2;1
127083;12708302;2;120;SCUTER;2010;1;125;1;2;1
127173;12717302;3;0;98;2005;3;99998;1;2;1
127173;12717301;1;0;98;2008;2;99998;1;2;1
127191;12719101;5;0;98;2009;2;99998;2;2;1
127220;12722001;1;61;V 16;2008;2;1800;1;2;1
127220;12722002;1;86;YARIS;2009;2;1800;1;2;1
127261;12726101;1;45;MORNING;2012;1;99998;1;2;1
127280;12728001;1;37;ACCENT;2011;1;1400;1;2;1
127311;12731101;1;0;98;9998;9;99998;1;2;1
127331;12733101;1;45;MORNING;2013;9;99998;1;2;1
127351;12735101;1;999;NO SABE;9999;9;99999;1;1;1
127351;12735102;1;999;NO SABE;9999;9;99999;1;1;1
127381;12738101;3;65;98;2012;1;99998;1;2;4
127401;12740101;1;86;YARIS;2012;1;99999;1;2;1
127471;12747101;1;29;PALIUM;2004;3;99998;1;2;1
127490;12749001;1;83;LEGACY;1993;5;1800;1;2;1
127571;12757101;1;0;98;2011;1;99998;1;2;1
127583;12758301;1;17;CORSA;2004;3;1600;1;2;1
127670;12767001;1;61;TIIDA;2011;1;1600;3;2;4
127680;12768002;1;86;CORONA;1984;5;1800;1;1;1
127680;12768001;3;17;S10;2001;4;99998;1;2;1
127690;12769001;3;17;CHEVY 500;1992;5;1600;1;2;1
127730;12773001;1;37;ACCENT;2010;1;1600;1;2;1
127750;12775001;2;158;PRESS;2009;2;99999;4;2;1
127770;12777001;1;0;99;9999;9;99999;1;2;4
127811;12781101;1;17;CORSA;2008;2;99999;1;2;1
127830;12783001;5;25;CARAVAN;1997;4;2500;1;2;1
127850;12785001;1;87;VENTO;1993;5;1800;1;2;1
127851;12785101;1;86;COROLLA;1981;5;99998;1;2;1
127891;12789101;1;84;ALTO;2011;1;99999;1;2;1
127910;12791001;3;17;LUV;1995;5;2300;1;2;1
127920;12792001;1;83;UGACY;1994;5;2200;1;2;2
127952;12795201;3;54;2200;1999;4;2200;1;2;1
128050;12805003;1;45;SORENTO;2007;2;99998;1;2;1
128050;12805001;3;86;4X4;1997;4;99998;2;2;1
128050;12805002;3;61;DOBLE CABINA;2000;4;99998;2;2;1
128062;12806201;1;83;LEGACY;9998;9;99998;1;1;1
128081;12808101;1;37;SANTA FE;9999;9;99999;1;1;1
128101;12810101;3;17;LUV;1988;5;99998;1;2;1
128233;12823302;3;0;98;2009;2;99998;1;2;1
128233;12823301;1;0;98;1997;4;99998;1;2;1
128240;12824001;1;0;SPORT;2012;1;1300;1;2;1
128250;12825001;1;86;TERCEL;1995;5;1500;1;2;1
128280;12828001;1;17;CORSA;2004;3;1300;2;2;2
